plate1
-90.0000,10.0000
-89.4000,10.0000
-88.8000,10.0000
-88.2000,10.0000
-87.6000,10.0000
-87.0000,10.0000
-86.4000,10.0000
-85.8000,10.0000
-85.2000,10.0000
-84.6000,10.0000
-84.0000,10.0000
-83.4000,10.0000
-82.8000,10.0000
-82.2000,10.0000
-81.6000,10.0000
-81.0000,10.0000
-80.4000,10.0000
-79.8000,10.0000
-79.2000,10.0000
-78.6000,10.0000
-78.0000,10.0000
-77.4000,10.0000
-76.8000,10.0000
-76.2000,10.0000
-75.6000,10.0000
-75.0000,10.0000
-74.4000,10.0000
-73.8000,10.0000
-73.2000,10.0000
-72.6000,10.0000
-72.0000,10.0000
-71.4000,10.0000
-70.8000,10.0000
-70.2000,10.0000
-69.6000,10.0000
-69.0000,10.0000
-68.4000,10.0000
-67.8000,10.0000
-67.2000,10.0000
-66.6000,10.0000
-66.0000,10.0000
-65.4000,10.0000
-64.8000,10.0000
-64.2000,10.0000
-63.6000,10.0000
-63.0000,10.0000
-62.4000,10.0000
-61.8000,10.0000
-61.2000,10.0000
-60.6000,10.0000
-60.0000,10.0000
-59.4000,10.0000
-58.8000,10.0000
-58.2000,10.0000
-57.6000,10.0000
-57.0000,10.0000
-56.4000,10.0000
-55.8000,10.0000
-55.2000,10.0000
-54.6000,10.0000
-54.0000,10.0000
-53.4000,10.0000
-52.8000,10.0000
-52.2000,10.0000
-51.6000,10.0000
-51.0000,10.0000
-50.4000,10.0000
-49.8000,10.0000
-49.2000,10.0000
-48.6000,10.0000
-48.0000,10.0000
-47.4000,10.0000
-46.8000,10.0000
-46.2000,10.0000
-45.6000,10.0000
-45.0000,10.0000
-44.4000,10.0000
-43.8000,10.0000
-43.2000,10.0000
-42.6000,10.0000
-42.0000,10.0000
-41.4000,10.0000
-40.8000,10.0000
-40.2000,10.0000
-39.6000,10.0000
-39.0000,10.0000
-38.4000,10.0000
-37.8000,10.0000
-37.2000,10.0000
-36.6000,10.0000
-36.0000,10.0000
-35.4000,10.0000
-34.8000,10.0000
-34.2000,10.0000
-33.6000,10.0000
-33.0000,10.0000
-32.4000,10.0000
-31.8000,10.0000
-31.2000,10.0000
-30.6000,10.0000
-30.0000,10.0000
-29.4000,10.0000
-28.8000,10.0000
-28.2000,10.0000
-27.6000,10.0000
-27.0000,10.0000
-26.4000,10.0000
-25.8000,10.0000
-25.2000,10.0000
-24.6000,10.0000
-24.0000,10.0000
-23.4000,10.0000
-22.8000,10.0000
-22.2000,10.0000
-21.6000,10.0000
-21.0000,10.0000
-20.4000,10.0000
-19.8000,10.0000
-19.2000,10.0000
-18.6000,10.0000
-18.0000,10.0000
-17.4000,10.0000
-16.8000,10.0000
-16.2000,10.0000
-15.6000,10.0000
-15.0000,10.0000
-14.4000,10.0000
-13.8000,10.0000
-13.2000,10.0000
-12.6000,10.0000
-12.0000,10.0000
-11.4000,10.0000
-10.8000,10.0000
-10.2000,10.0000
-9.6000,10.0000
-9.0000,10.0000
-8.4000,10.0000
-7.8000,10.0000
-7.2000,10.0000
-6.6000,10.0000
-6.0000,10.0000
-5.4000,10.0000
-4.8000,10.0000
-4.2000,10.0000
-3.6000,10.0000
-3.0000,10.0000
-2.4000,10.0000
-1.8000,10.0000
-1.2000,10.0000
-0.6000,10.0000
0.0000,10.0000
0.6000,10.0000
1.2000,10.0000
1.8000,10.0000
2.4000,10.0000
3.0000,10.0000
