16.3566 24.0757 0.1898 0.7850 0.464 0.357
16.3656 28.8300 0.8645 -0.7558 0.436 0.371
15.9039 28.7462 0.3161 -0.9621 0.388 0.318
17.2554 26.5956 0.1310 -0.4312 0.214 0.316
29.6443 27.0601 -0.5592 0.4324 0.373 0.337
30.3747 30.9264 0.8734 -0.0603 0.274 0.451
16.0957 25.5140 0.0702 0.9272 0.312 0.422
13.0221 22.8374 -0.5757 -0.6745 0.325 0.448
24.9414 24.4429 0.6348 0.6096 0.237 0.448
30.4072 28.9497 0.2664 0.2501 0.212 0.310
27.5226 26.2896 -0.3388 -0.3007 0.279 0.301
23.6043 31.4367 0.9734 0.1587 0.367 0.274
25.2662 26.4628 -0.6940 0.6630 0.409 0.398
14.8558 31.8944 -0.7584 0.0577 0.254 0.244
16.7752 22.4190 -0.1519 0.8084 0.450 0.282
17.9416 27.4750 0.7754 0.5028 0.313 0.435
18.6578 25.8217 0.7940 -0.5452 0.280 0.419
18.7539 26.2270 -0.6766 -0.3647 0.220 0.456
13.1883 30.4341 0.9148 -0.4712 0.425 0.315
30.2601 28.5323 0.3565 -0.4670 0.283 0.352
16.1106 30.2689 0.5423 -0.4507 0.203 0.249
12.3653 30.2184 0.7296 -0.4390 0.469 0.385
30.3609 28.6997 0.1266 -0.3835 0.456 0.349
22.8154 32.2599 -0.5634 0.7608 0.452 0.472
26.2871 28.1625 -0.8839 -0.5661 0.234 0.471
25.6202 24.8726 0.4554 0.3518 0.390 0.298
25.4264 28.2920 0.0113 -0.0552 0.298 0.398
21.1936 26.1434 -0.5202 0.8891 0.289 0.293
29.8736 31.2482 -0.7255 0.8249 0.378 0.332
27.8031 30.3386 -0.4960 0.0569 0.208 0.392
22.1320 29.1929 -0.6298 0.3391 0.414 0.482
17.2522 27.3245 0.2053 -0.7779 0.438 0.380
24.9238 24.1159 -0.5955 0.7304 0.298 0.310
14.4910 21.4095 -0.5714 -0.3740 0.348 0.418
29.7850 26.9554 0.0028 -0.7357 0.401 0.360
16.7478 32.5745 0.0404 0.3551 0.286 0.461
15.5367 24.5081 -0.6109 -0.5152 0.470 0.311
24.8542 31.9381 -0.7862 0.1216 0.409 0.340
25.2271 26.9248 0.3028 0.0360 0.201 0.360
26.4244 26.4858 0.5933 0.2701 0.419 0.210
13.7868 31.2981 -0.0277 -0.3363 0.335 0.390
30.7428 32.2935 -0.9685 -0.7029 0.372 0.378
13.0893 26.0817 0.9653 -0.8322 0.423 0.484
21.3172 27.5997 0.3237 0.5139 0.223 0.259
24.5111 25.3925 -0.3471 -0.5683 0.460 0.204
23.4389 22.0878 -0.8248 0.1317 0.368 0.306
27.6121 27.4784 0.9951 0.5242 0.246 0.310
25.2294 25.5490 0.5503 -0.6227 0.338 0.379
16.5443 31.7423 0.3885 0.1738 0.276 0.500
26.6186 26.6462 0.8183 0.3088 0.417 0.440
56.1023 23.7319 -0.7577 -0.8521 0.314 0.320
61.8597 26.3414 -0.5502 -0.2760 0.282 0.406
61.0130 22.9449 0.0606 0.0191 0.395 0.211
60.3502 28.2346 0.1134 0.4741 0.357 0.479
66.2614 28.0446 -0.8460 0.5879 0.480 0.473
54.9341 29.3913 0.8644 0.2716 0.441 0.480
57.4462 20.4420 -0.2424 -0.4256 0.475 0.386
61.0272 26.8513 -0.4695 0.6737 0.349 0.311
58.8202 34.2585 -0.8094 -0.9978 0.232 0.296
59.5245 22.2200 -0.5134 -0.4982 0.219 0.351
62.0484 26.2068 -0.1406 0.1800 0.303 0.433
61.5413 23.6187 -0.6000 0.4388 0.368 0.420
60.7262 29.0094 -0.5996 -0.3078 0.425 0.238
61.8619 25.1479 0.9960 0.0420 0.289 0.368
56.8136 20.4288 0.4404 0.8384 0.474 0.317
55.8666 31.1096 0.8010 -0.2815 0.339 0.226
57.1002 27.5650 0.8771 -0.6371 0.403 0.498
54.9165 24.6113 -0.0417 0.6864 0.281 0.385
61.0583 31.3815 -0.8702 0.0830 0.397 0.330
59.7139 35.3610 0.7930 0.3298 0.285 0.224
56.0262 19.9779 0.3885 0.2335 0.383 0.446
64.5718 31.5223 0.2924 0.9897 0.213 0.384
59.6300 34.7810 -0.1833 -0.4618 0.213 0.307
65.8696 29.6391 -0.8627 0.0405 0.271 0.481
59.4912 27.1280 -0.0367 -0.2745 0.394 0.318
64.0782 27.5324 0.2419 -0.6209 0.258 0.309
73.9236 21.0060 0.1865 2.6758 0.464 0.266
68.8837 24.9605 0.5564 1.6510 0.312 0.383
70.6494 30.8388 -0.6262 1.5071 0.205 0.574
65.2814 25.1511 -1.2330 2.7325 0.512 0.545
66.9011 25.1981 -1.3038 2.4005 0.590 0.212
72.4133 20.5166 0.6212 2.0330 0.457 0.262
73.2767 28.0616 0.3914 2.3574 0.375 0.542
61.5535 19.9236 -0.8186 1.5747 0.316 0.304
68.1675 24.5193 -0.9599 1.9329 0.393 0.562
70.9243 26.2427 -0.6636 2.8799 0.345 0.405
67.0509 21.8749 0.4140 2.0043 0.308 0.231
63.2209 17.5682 -0.5174 2.6269 0.499 0.239
68.5287 19.2963 0.0316 1.7643 0.576 0.577
69.0315 19.3736 -0.9923 1.1861 0.209 0.539
69.9227 23.7482 -0.8993 1.6083 0.469 0.354
66.6760 16.5632 0.7267 2.2271 0.557 0.466
63.2252 17.6713 0.3006 1.3826 0.340 0.350
71.9899 19.6664 0.1462 1.1402 0.264 0.591
69.5587 16.0569 0.0848 1.1208 0.451 0.438
41.8866 -6.4938 -3.3850 -3.2829 0.327 0.376
37.7884 -0.3257 -3.1565 -3.2274 0.358 0.427
40.4400 -7.0492 -3.0830 -3.2296 0.206 0.583
34.9991 0.5324 -3.5043 -2.7756 0.740 0.362
42.5611 7.9484 -3.2885 -4.1007 0.777 0.432
47.2085 0.0865 -2.7234 -3.4920 0.283 0.372
43.2004 -2.1803 -3.1751 -3.5215 0.377 0.520
37.2008 5.4536 -2.5627 -3.7193 0.490 0.649
43.2609 -0.7959 -3.0783 -3.9973 0.570 0.518
46.2628 -1.4295 -4.0079 -3.0032 0.451 0.420
38.6656 -0.7689 -3.4754 -3.6234 0.472 0.419
41.0745 -5.9646 -3.3859 -4.0804 0.611 0.542
38.2621 -2.6661 -4.3918 -3.3741 0.693 0.208
24.4504 -13.3384 2.5336 0.9192 0.297 0.367
33.3317 -12.7157 1.9441 -0.3206 0.290 0.494
32.6779 -6.9455 1.7145 0.7317 0.299 0.400
36.9272 -8.5143 2.6926 -0.2255 0.326 0.292
30.7031 -15.9501 3.3628 0.1229 0.316 0.306
37.0418 -4.3277 2.8456 -0.1760 0.292 0.392
28.8542 -3.8829 1.7960 -0.1734 0.297 0.370
24.8529 -12.2544 1.4485 0.6717 0.459 0.240
33.6066 -6.2122 1.4342 -0.3341 0.215 0.480
32.6589 -4.1864 2.1677 0.6553 0.334 0.439
32.6056 3.5099 1.4583 0.4601 0.360 0.460
34.3444 -8.0469 2.5999 -0.0451 0.414 0.484
32.2834 -4.9615 2.9155 1.2574 0.414 0.272
31.3984 -3.8344 1.1281 -0.4987 0.214 0.481
25.7637 -13.0138 1.9072 0.6183 0.476 0.294
28.9673 -11.9372 2.5363 0.0790 0.399 0.295
29.6746 -0.4055 1.0006 1.1112 0.485 0.420
37.1525 -5.5144 1.7468 0.1834 0.343 0.412
37.7358 -16.1503 1.5009 0.1376 0.215 0.202
30.3783 -0.1947 1.0195 1.1096 0.373 0.412
27.9837 -8.7017 2.8144 0.3876 0.376 0.437
40.1513 -13.7773 1.7364 1.2442 0.467 0.437
