16.3566 24.0757 0.0000 0.0000
16.3656 28.8300 0.0000 0.0000
15.9039 28.7462 0.0000 0.0000
17.2554 26.5956 0.0000 0.0000
29.6443 27.0601 0.0000 0.0000
30.3747 30.9264 0.0000 0.0000
16.0957 25.5140 0.0000 0.0000
13.0221 22.8374 0.0000 0.0000
24.9414 24.4429 0.0000 0.0000
30.4072 28.9497 0.0000 0.0000
27.5226 26.2896 0.0000 0.0000
23.6043 31.4367 0.0000 0.0000
25.2662 26.4628 0.0000 0.0000
14.8558 31.8944 0.0000 0.0000
16.7752 22.4190 0.0000 0.0000
17.9416 27.4750 0.0000 0.0000
18.6578 25.8217 0.0000 0.0000
18.7539 26.2270 0.0000 0.0000
13.1883 30.4341 0.0000 0.0000
30.2601 28.5323 0.0000 0.0000
16.1106 30.2689 0.0000 0.0000
12.3653 30.2184 0.0000 0.0000
30.3609 28.6997 0.0000 0.0000
22.8154 32.2599 0.0000 0.0000
26.2871 28.1625 0.0000 0.0000
25.6202 24.8726 0.0000 0.0000
25.4264 28.2920 0.0000 0.0000
21.1936 26.1434 0.0000 0.0000
29.8736 31.2482 0.0000 0.0000
27.8031 30.3386 0.0000 0.0000
22.1320 29.1929 0.0000 0.0000
17.2522 27.3245 0.0000 0.0000
24.9238 24.1159 0.0000 0.0000
14.4910 21.4095 0.0000 0.0000
29.7850 26.9554 0.0000 0.0000
16.7478 32.5745 0.0000 0.0000
15.5367 24.5081 0.0000 0.0000
24.8542 31.9381 0.0000 0.0000
25.2271 26.9248 0.0000 0.0000
26.4244 26.4858 0.0000 0.0000
13.7868 31.2981 0.0000 0.0000
30.7428 32.2935 0.0000 0.0000
13.0893 26.0817 0.0000 0.0000
21.3172 27.5997 0.0000 0.0000
24.5111 25.3925 0.0000 0.0000
23.4389 22.0878 0.0000 0.0000
27.6121 27.4784 0.0000 0.0000
25.2294 25.5490 0.0000 0.0000
16.5443 31.7423 0.0000 0.0000
26.6186 26.6462 0.0000 0.0000
56.1023 23.7319 0.0000 0.0000
61.8597 26.3414 0.0000 0.0000
61.0130 22.9449 0.0000 0.0000
60.3502 28.2346 0.0000 0.0000
66.2614 28.0446 0.0000 0.0000
54.9341 29.3913 0.0000 0.0000
57.4462 20.4420 0.0000 0.0000
61.0272 26.8513 0.0000 0.0000
58.8202 34.2585 0.0000 0.0000
59.5245 22.2200 0.0000 0.0000
62.0484 26.2068 0.0000 0.0000
61.5413 23.6187 0.0000 0.0000
60.7262 29.0094 0.0000 0.0000
61.8619 25.1479 0.0000 0.0000
56.8136 20.4288 0.0000 0.0000
55.8666 31.1096 0.0000 0.0000
57.1002 27.5650 0.0000 0.0000
54.9165 24.6113 0.0000 0.0000
61.0583 31.3815 0.0000 0.0000
59.7139 35.3610 0.0000 0.0000
56.0262 19.9779 0.0000 0.0000
64.5718 31.5223 0.0000 0.0000
59.6300 34.7810 0.0000 0.0000
65.8696 29.6391 0.0000 0.0000
59.4912 27.1280 0.0000 0.0000
64.0782 27.5324 0.0000 0.0000
73.9236 21.0060 -0.0915 2.1343
68.8837 24.9605 -0.2895 1.9784
70.6494 30.8388 -0.4528 2.0348
65.2814 25.1511 -0.3471 1.8575
66.9011 25.1981 -0.3261 1.9128
72.4133 20.5166 -0.0960 2.0893
73.2767 28.0616 -0.3190 2.1152
61.5535 19.9236 -0.2007 1.7247
68.1675 24.5193 -0.2849 1.9550
70.9243 26.2427 -0.3007 2.0434
67.0509 21.8749 -0.2090 1.9178
63.2209 17.5682 -0.0963 1.7850
68.5287 19.2963 -0.1027 1.9668
69.0315 19.3736 -0.0996 1.9832
69.9227 23.7482 -0.2342 2.0118
66.6760 16.5632 -0.0274 1.9052
63.2252 17.6713 -0.1001 1.7852
71.9899 19.6664 -0.0742 2.0764
69.5587 16.0569 0.0175 2.0002
41.8866 -6.4938 -3.7836 -3.4363
37.7884 -0.3257 -3.6409 -3.3161
40.4400 -7.0492 -3.8050 -3.3958
34.9991 0.5324 -3.6123 -3.2246
42.5611 7.9484 -3.3860 -3.4544
47.2085 0.0865 -3.6288 -3.5659
43.2004 -2.1803 -3.6843 -3.4711
37.2008 5.4536 -3.4400 -3.2975
43.2609 -0.7959 -3.6508 -3.4726
46.2628 -1.4295 -3.6618 -3.5451
38.6656 -0.7689 -3.6538 -3.3433
41.0745 -5.9646 -3.7780 -3.4138
38.2621 -2.6661 -3.7092 -3.3309
24.4504 -13.3384 2.2970 0.1466
33.3317 -12.7157 2.2628 0.5358
32.6779 -6.9455 2.0478 0.5075
36.9272 -8.5143 2.1022 0.6902
30.7031 -15.9501 2.3798 0.4215
37.0418 -4.3277 1.9393 0.6951
28.8542 -3.8829 1.9264 0.3406
24.8529 -12.2544 2.2574 0.1644
33.6066 -6.2122 2.0179 0.5477
32.6589 -4.1864 1.9370 0.5066
32.6056 3.5099 1.6047 0.5043
34.3444 -8.0469 2.0886 0.5795
32.2834 -4.9615 1.9689 0.4903
31.3984 -3.8344 1.9232 0.4518
25.7637 -13.0138 2.2844 0.2046
28.9673 -11.9372 2.2419 0.3455
29.6746 -0.4055 1.7779 0.3765
37.1525 -5.5144 1.9864 0.6998
37.7358 -16.1503 2.3669 0.7246
30.3783 -0.1947 1.7687 0.4073
27.9837 -8.7017 2.1210 0.3024
40.1513 -13.7773 2.2807 0.8264
