-2.68147 47.47437 0.1898 0.7850 0.464 0.357
-4.44362 52.07167 0.8645 -0.7558 0.436 0.371
-5.04319 51.88720 0.3161 -0.9621 0.388 0.318
-2.36697 50.10515 0.1310 -0.4312 0.214 0.316
14.94204 52.41774 -0.5592 0.4324 0.373 0.337
15.39165 56.31145 0.8734 -0.0603 0.274 0.451
-3.53058 48.81110 0.0702 0.9272 0.312 0.422
-6.55085 45.53008 -0.5757 -0.6745 0.325 0.448
8.785672 49.31514 0.6348 0.6096 0.237 0.448
15.76706 54.35468 0.2664 0.2501 0.212 0.310
12.02481 51.44813 -0.3388 -0.3007 0.279 0.301
4.974824 55.99169 0.9734 0.1587 0.367 0.274
8.781212 51.34815 -0.6940 0.6630 0.409 0.398
-7.92608 54.65735 -0.7584 0.0577 0.254 0.244
-1.59347 45.95342 -0.1519 0.8084 0.450 0.282
-1.75132 51.09940 0.7754 0.5028 0.313 0.435
-0.19891 49.63731 0.7940 -0.5452 0.280 0.419
-0.20348 50.05020 -0.6766 -0.3647 0.220 0.456
-9.51564 52.84910 0.9148 -0.4712 0.425 0.315
15.61355 53.92890 0.3565 -0.4670 0.283 0.352
-5.40961 53.39841 0.5423 -0.4507 0.203 0.249
-10.5261 52.43174 0.7296 -0.4390 0.469 0.385
15.73713 54.10306 0.1266 -0.3835 0.456 0.349
3.505829 56.66678 -0.5634 0.7608 0.452 0.472
9.848828 53.15385 -0.8839 -0.5661 0.234 0.471
9.632978 49.82621 0.4554 0.3518 0.390 0.298
8.567938 53.17067 0.0113 -0.0552 0.298 0.398
3.169461 50.41584 -0.5202 0.8891 0.289 0.293
14.56194 56.58697 -0.7255 0.8249 0.378 0.332
11.59338 55.47950 -0.4960 0.0569 0.208 0.392
3.547172 53.55634 -0.6298 0.3391 0.414 0.482
-2.63916 50.81018 0.2053 -0.7779 0.438 0.380
8.833061 48.99054 -0.5955 0.7304 0.298 0.310
-4.19257 44.48775 -0.5714 -0.3740 0.348 0.418
15.16252 52.32605 0.0028 -0.7357 0.401 0.360
-5.56943 55.75693 0.0404 0.3551 0.286 0.461
-3.90734 47.71631 -0.6109 -0.5152 0.470 0.311
6.698509 56.67381 -0.7862 0.1216 0.409 0.340
8.616398 51.79800 0.3028 0.0360 0.201 0.360
10.42027 51.51664 0.5933 0.2701 0.419 0.210
-9.11892 53.82333 -0.0277 -0.3363 0.335 0.390
15.72367 57.69655 -0.9685 -0.7029 0.372 0.378
-7.71252 48.66479 0.9653 -0.8322 0.423 0.484
2.896125 51.86035 0.3237 0.5139 0.223 0.259
7.972490 50.19245 -0.3471 -0.5683 0.460 0.204
7.268706 46.78922 -0.8248 0.1317 0.368 0.306
